to_be_deleted_path,reconstructed_filename,found_in_db,file_id,actions,notes
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__Diary_of_a_period.mp4,Diary of a period.mp4,True,27,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1657-1666_-_XVIDEOS.COM.mp4,hz spy 1657-1666 - XVIDEOS.COM.mp4,True,28,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1689-1706_-_XVIDEOS.COM.mp4,hz spy 1689-1706 - XVIDEOS.COM.mp4,True,29,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1707-1725_-_XVIDEOS.COM.mp4,hz spy 1707-1725 - XVIDEOS.COM.mp4,True,31,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__ladylyb_-_Personal_Chapters_—_1545-29-26_000000.jpg,ladylyb - Personal Chapters — 1545-29-26.jpg,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__xvideos.com_6f53f2b653f0138b41d20da11dba85d0.mp4,xvideos.com 6f53f2b653f0138b41d20da11dba85d0.mp4,True,95,,No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__xvideos.com_feac7a4ce73ddb02ea3bca8012a3a4f0.mp4,xvideos.com feac7a4ce73ddb02ea3bca8012a3a4f0.mp4,True,97,,No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__2021_03_22_11_09_15.mov,2021 03 22 11 09.mov,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1415.HEIC,IMG.HEIC,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1416.HEIC,IMG.HEIC,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1417.HEIC,IMG.HEIC,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1418.HEIC,IMG.HEIC,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1419.HEIC,IMG.HEIC,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_20181214_064139_304.mov,IMG 20181214 064139.mov,False,,,No normalized match in DB
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__ppbf_panties_qa_01m-41s.mp3,ppbf panties qa 01m-41s.mp3,True,1430,,Ambiguous match (5 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(14).mp4_fixed.mp4,File Name Lost (14).mp4 fixed.mp4,True,1581,,Ambiguous match (6 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(24).mp4_fixed.mp4,File Name Lost (24).mp4 fixed.mp4,True,1583,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(31).mp4_fixed.mp4,File Name Lost (31).mp4 fixed.mp4,True,1585,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(32).mp4_fixed.mp4,File Name Lost (32).mp4 fixed.mp4,True,1587,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(33).mp4_fixed.mp4,File Name Lost (33).mp4 fixed.mp4,True,1589,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(34).mp4_fixed.mp4,File Name Lost (34).mp4 fixed.mp4,True,1591,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(35).mp4_fixed.mp4,File Name Lost (35).mp4 fixed.mp4,True,1593,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(36).mp4_fixed.mp4,File Name Lost (36).mp4 fixed.mp4,True,1595,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(42).mp4_fixed.mp4,File Name Lost (42).mp4 fixed.mp4,True,1597,,Ambiguous match (3 candidates); No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(56).mp4_fixed.mp4,File Name Lost (56).mp4 fixed.mp4,True,1599,,Ambiguous match (3 candidates); No recorded action
