to_be_deleted_path,reconstructed_filename,found_in_db,file_id,actions,notes
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__Diary_of_a_period.mp4,Diary_of_a_period.mp4,True,27,,No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1657-1666_-_XVIDEOS.COM.mp4,hz_spy_1657-1666_-_XVIDEOS.COM.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1689-1706_-_XVIDEOS.COM.mp4,hz_spy_1689-1706_-_XVIDEOS.COM.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__hz_spy_1707-1725_-_XVIDEOS.COM.mp4,hz_spy_1707-1725_-_XVIDEOS.COM.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__ladylyb_-_Personal_Chapters_—_1545-29-26_000000.jpg,ladylyb_-_Personal_Chapters_—_1545-29-26.jpg,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__xvideos.com_6f53f2b653f0138b41d20da11dba85d0.mp4,xvideos.com_6f53f2b653f0138b41d20da11dba85d0.mp4,True,95,,No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\File_Path_Lost__xvideos.com_feac7a4ce73ddb02ea3bca8012a3a4f0.mp4,xvideos.com_feac7a4ce73ddb02ea3bca8012a3a4f0.mp4,True,97,,No recorded action
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__2021_03_22_11_09_15.mov,PIC__DRS__2021_03_22_11_09.mov,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1415.HEIC,PIC__DRS__IMG.HEIC,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1416.HEIC,PIC__DRS__IMG.HEIC,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1417.HEIC,PIC__DRS__IMG.HEIC,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1418.HEIC,PIC__DRS__IMG.HEIC,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_1419.HEIC,PIC__DRS__IMG.HEIC,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__IMG_20181214_064139_304.mov,PIC__DRS__IMG_20181214_064139.mov,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__PIC__DRS__ppbf_panties_qa_01m-41s.mp3,PIC__DRS__ppbf_panties_qa_01m-41s.mp3,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(14).mp4_fixed.mp4,RCV__File_Name_Lost_(14).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(24).mp4_fixed.mp4,RCV__File_Name_Lost_(24).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(31).mp4_fixed.mp4,RCV__File_Name_Lost_(31).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(32).mp4_fixed.mp4,RCV__File_Name_Lost_(32).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(33).mp4_fixed.mp4,RCV__File_Name_Lost_(33).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(34).mp4_fixed.mp4,RCV__File_Name_Lost_(34).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(35).mp4_fixed.mp4,RCV__File_Name_Lost_(35).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(36).mp4_fixed.mp4,RCV__File_Name_Lost_(36).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(42).mp4_fixed.mp4,RCV__File_Name_Lost_(42).mp4_fixed.mp4,False,,,Not found in files table
C:\Users\micro\Documents\Better Up\Media-Manager\to-be-deleted\Gallery__RCV__File_Name_Lost_(56).mp4_fixed.mp4,RCV__File_Name_Lost_(56).mp4_fixed.mp4,False,,,Not found in files table
